id,codigo,marca,nombre,precio,categoria
7508,114746,MOLINO CAÃUELAS S.A.,CAÃUELAS AC.OLI.INTEN.LATA.X500C,11245.0,ACEITES
8147,112222,MOLINO CAÃUELAS S.A.,CAÃUELAS AC.OLIVA E/VIR.PETX500,9690.0,ACEITES
757,103100,PRECIOS JUSTOS,CAÃUELAS ACEITE GIRASOL PET X1.5L,2680.0,ACEITES
836,103684,PRECIOS JUSTOS,CAÃUELAS ACEITE GIRASOL PET X900CC,1635.0,ACEITES
4241,112537,MOLINO CAÃUELAS S.A.,CAÃUELAS ACEITE OLIVA E/VIR LATAX500,11000.0,ACEITES
5593,114573,EL ABASTECEDOR,CAÃUELAS ACEITE OLIVA INTENSO PVC X500CC,9695.0,ACEITES
1479,110596,MOLINOS RIO DE LA PL,COCINERO ACEITE FRITOLIM CLAS.X120CC,2085.0,ACEITES
7287,100520,MOLINOS RIO DE LA PL,COCINERO ACEITE FRITOLIM MANT.X120,2085.0,ACEITES
283,100512,PRECIOS JUSTOS,COCINERO ACEITE GIRASOL PET  X1.5L,2625.0,ACEITES
703,102563,PRECIOS JUSTOS,COCINERO ACEITE GIRASOL PET X900CC,1595.0,ACEITES
9512,123342,MOLINOS RIO DE LA PL,COCINERO ACEITE OLIVA INTENSO 500CC,9500.0,ACEITES
2239,114218,EL ABASTECEDOR,COCINERO ACEITE OLIVA PET X500CC,8199.0,ACEITES
9518,123343,MOLINOS RIO DE LA PL,COCINERO ACEITE OLIVA SUAVE 500CC,9500.0,ACEITES
6927,120942,MOLINOS RIO DE LA PL,LIRA ACEITE GIRASOL PET  X1.5L,2703.0,ACEITES
17949,150131,MOLINOS RIO DE LA PL,LIRA ACEITE GIRASOL X900CC,1667.0,ACEITES
6392,120509,MOLINOS RIO DE LA PL,LIRA ACEITE OLIVA EXTRA VIRGEN X500CC,10959.0,ACEITES
10658,115157,ACEITERA GENERAL DEH,MAZOLA AC.MANT/MAIZ AER.X120G,2295.0,ACEITES
10389,100525,ACEITERA GENERAL DEH,MAZOLA ACE.MAIZ PET X900CC,3650.0,ACEITES
1884,112663,ACEITERA GENERAL DEH,MAZOLA ROCIO VEG. MAIZ X120CC,2295.0,ACEITES
3691,100528,PRECIOS JUSTOS,NATURA ACEITE PET X1.5L,2799.0,ACEITES
816,103470,PRECIOS JUSTOS,NATURA ACEITE PET X900CC,1799.0,ACEITES
10628,103597,INVENTARIABLES,NATURA ACEITE VEGETAL X120CC,1950.0,ACEITES
5059,110557,AGRO ACEITUNERA S.A.,NUCETE ACEITE OLIVA EX VIRGEN BOT.X500CC,8960.0,ACEITES
5002,116079,AGRO ACEITUNERA S.A.,NUCETE ACEITE ROCIO VEG. OLIVA X120CC,2799.0,ACEITES
2472,115147,OLIOVITA,OLIOVITA ACEITE OLIVA E/VIRG.500CC,10650.0,ACEITES
2514,115287,OLIOVITA,OLIOVITA ACEITE OLIVA MEDIT.X500CC,10650.0,ACEITES
