id,codigo,marca,nombre,precio,categoria
7508,114746,MOLINO CAÃUELAS S.A.,CAÃUELAS AC.OLI.INTEN.LATA.X500C,10715.0,ACEITES
8147,112222,MOLINO CAÃUELAS S.A.,CAÃUELAS AC.OLIVA E/VIR.PETX500,9235.0,ACEITES
757,103100,PRECIOS JUSTOS,CAÃUELAS ACEITE GIRASOL PET X1.5L,2518.0,ACEITES
4241,112537,MOLINO CAÃUELAS S.A.,CAÃUELAS ACEITE OLIVA E/VIR LATAX500,10715.0,ACEITES
5593,114573,EL ABASTECEDOR,CAÃUELAS ACEITE OLIVA INTENSO PVC X500CC,9235.0,ACEITES
1479,110596,MOLINOS RIO DE LA PL,COCINERO ACEITE FRITOLIM CLAS.X120CC,2039.0,ACEITES
7287,100520,MOLINOS RIO DE LA PL,COCINERO ACEITE FRITOLIM MANT.X120,2039.0,ACEITES
283,100512,PRECIOS JUSTOS,COCINERO ACEITE GIRASOL PET  X1.5L,2585.0,ACEITES
703,102563,PRECIOS JUSTOS,COCINERO ACEITE GIRASOL PET X900CC,1595.0,ACEITES
9512,123342,MOLINOS RIO DE LA PL,COCINERO ACEITE OLIVA INTENSO 500CC,8255.0,ACEITES
9518,123343,MOLINOS RIO DE LA PL,COCINERO ACEITE OLIVA SUAVE 500CC,8255.0,ACEITES
6927,120942,MOLINOS RIO DE LA PL,LIRA ACEITE GIRASOL PET  X1.5L,2845.0,ACEITES
17949,150131,MOLINOS RIO DE LA PL,LIRA ACEITE GIRASOL X900CC,1755.0,ACEITES
10658,115157,ACEITERA GENERAL DEH,MAZOLA AC.MANT/MAIZ AER.X120G,2085.0,ACEITES
10389,100525,ACEITERA GENERAL DEH,MAZOLA ACE.MAIZ PET X900CC,3350.0,ACEITES
1884,112663,ACEITERA GENERAL DEH,MAZOLA ROCIO VEG. MAIZ X120CC,2085.0,ACEITES
816,103470,PRECIOS JUSTOS,NATURA ACEITE PET X900CC,1725.0,ACEITES
10628,103597,INVENTARIABLES,NATURA ACEITE VEGETAL X120CC,1765.0,ACEITES
5059,110557,AGRO ACEITUNERA S.A.,NUCETE ACEITE OLIVA EX VIRGEN BOT.X500CC,10235.0,ACEITES
5002,116079,AGRO ACEITUNERA S.A.,NUCETE ACEITE ROCIO VEG. OLIVA X120CC,3199.0,ACEITES
2472,115147,OLIOVITA,OLIOVITA ACEITE OLIVA E/VIRG.500CC,8199.0,ACEITES
2514,115287,OLIOVITA,OLIOVITA ACEITE OLIVA MEDIT.X500CC,8199.0,ACEITES
16500,115411,PRECIOS JUSTOS,SOJOLA ACEITE X900CC,700.0,ACEITES
6075,120148,BIALCOHOL,CASALTA SALSA BARBACOA X335GR,2950.0,ADEREZOS
6216,120149,BIALCOHOL,CASALTA SALSA CAESAR X285GR,2999.0,ADEREZOS
6215,120147,BIALCOHOL,CASALTA SALSA CHIMICHURRI X300G,2599.0,ADEREZOS
6850,112087,COMPANIA INTRODUCTOR,DOS ANCLAS SALSA AJI PICANTE X260G,2140.0,ADEREZOS
2707,115719,COMPANIA INTRODUCTOR,DOS ANCLAS SALSA ALI OLI X340G,3385.0,ADEREZOS
6851,112088,COMPANIA INTRODUCTOR,DOS ANCLAS SALSA BARBACOA X425G,3225.0,ADEREZOS
625,104125,COMPANIA INTRODUCTOR,DOS ANCLAS SALSA BLANCA X40G,689.0,ADEREZOS
6859,120992,COMPANIA INTRODUCTOR,DOS ANCLAS SALSA CHEDDAR X350GR,3385.0,ADEREZOS
6123,112090,COMPANIA INTRODUCTOR,DOS ANCLAS SALSA CHIMICHURRI X375G,3040.0,ADEREZOS
8112,108604,PRECIOS JUSTOS,DOS ANCLAS SALSA SOJA PETX500,4780.0,ADEREZOS
1755,112089,COMPANIA INTRODUCTOR,DOS ANCLAS SSA. CAESAR LDG X350GR,3040.0,ADEREZOS
7371,121213,COMPANIA INTRODUCTOR,DOS ANCLAS SSA.INGLESAX280GR,2710.0,ADEREZOS
7014,121234,GELL SINGH,GELL SHINGH SALSA SOJA X200CC,555.0,ADEREZOS
9810,123767,LA CAMPAGNOLA S.A.C.,LA CAMPAGNOLA KETCHUP PICANTE DP  X250 GRS,918.0,ADEREZOS
9786,123765,LA CAMPAGNOLA S.A.C.,LA CAMPAGNOLA SALSA BARBACOA X250G,929.0,ADEREZOS
6593,120812,TAHITI,TAHITI SALSA AJI PICANTE X285G,2150.0,ADEREZOS
6584,104930,TAHITI,TAHITI SALSA CHIMICHURRI T/CAS.275G,1799.0,ADEREZOS
9453,123247,TAHITI,TAHITI SALSA CRIOLLA X 275 G,2099.0,ADEREZOS
17866,150005,TAHITI,TAHITI SALSA DE QUESO CHEDAR X265CC,2299.0,ADEREZOS
17607,123864,COMPANIA INTRODUCTOR,TAU MAYONESA PICANTE X 300G,3089.0,ADEREZOS
9935,123865,COMPANIA INTRODUCTOR,TAU TERIYAKI X 320G,3420.0,ADEREZOS
9493,123411,CEREALKO S.A.,ARROCITAS GALLETAS ARROZ MINI CARAMEL.X53G,889.0,APTOS PARA CELIACOS
9615,123412,CEREALKO S.A.,ARROCITAS GALLETAS ARROZ MINI CHOCOLATE X53G,889.0,APTOS PARA CELIACOS
6285,120418,CEREALKO S.A.,ARROCITAS GALLETAS ARROZ MINI QU.ROMANO X53G,889.0,APTOS PARA CELIACOS
17996,150177,VARIOS,ARROZEN GALL.ARROZ INT.DCE X95G,875.0,APTOS PARA CELIACOS
17997,150178,VARIOS,ARROZEN GALL.ARROZ INT.S/S X95G,875.0,APTOS PARA CELIACOS
17986,150149,EL ABASTECEDOR,ARROZEN TOST.CUADRADA C/SALX95GR,875.0,APTOS PARA CELIACOS
6810,120932,SMAMS,CHOCO SMAMS GALLETITAS S/GLUT.250G,1789.0,APTOS PARA CELIACOS
9768,123385,MOLINOS RIO DE LA PL,CHOCOARROZ ALF.ARROZ BLANCO X22G,374.0,APTOS PARA CELIACOS
10342,123383,MOLINOS RIO DE LA PL,CHOCOARROZ ALF.ARROZ S/LIMON 22G,365.0,APTOS PARA CELIACOS
9769,123384,MOLINOS RIO DE LA PL,CHOCOARROZ ALF.ARROZ SAB.MARR.X22G,365.0,APTOS PARA CELIACOS
8693,118945,MOLINOS RIO DE LA PL,CHOCOARROZ ALFAJOR D.LECHE X22G,365.0,APTOS PARA CELIACOS
8435,122565,DOS HERMANOS,DOS HERMANOS SNACK ARITO CREM./CEB.X80G,770.0,APTOS PARA CELIACOS
8433,122563,DOS HERMANOS,DOS HERMANOS SNACK DISCO JAMONX80G,770.0,APTOS PARA CELIACOS
8434,122564,DOS HERMANOS,DOS HERMANOS SNACK PALITOS QUESOX80G,925.0,APTOS PARA CELIACOS
9770,123785,INVENTARIABLES,DOS HERMANOS SNACK TRIANG ARR.PIZZ.X80G,770.0,APTOS PARA CELIACOS
9697,123654,MOLINOS RIO DE LA PL,EXQUISITA BIZC.S/GLUTEN CHOC.X450GR,3730.0,APTOS PARA CELIACOS
9661,123371,MOLINOS RIO DE LA PL,EXQUISITA BIZC.S/GLUTEN VAIN.X450G,3789.0,APTOS PARA CELIACOS
9696,123655,MOLINOS RIO DE LA PL,EXQUISITA BROWNIES S/GLUTEN X400GR,3800.0,APTOS PARA CELIACOS
10573,124341,MOLINOS RIO DE LA PL,GALLO SNACKS OBLEA ESTUCHE X20GR,330.0,APTOS PARA CELIACOS
4678,116015,INVENTARIABLES,MATARAZZO FIDEOS SPAGHETTI S/GLUT.X500G,2045.0,APTOS PARA CELIACOS
