id,codigo,marca,nombre,precio,categoria
8147,112222,MOLINO CAÃUELAS S.A.,CAÃUELAS AC.OLIVA E/VIR.PETX500,9235.0,ACEITES
757,103100,PRECIOS JUSTOS,CAÃUELAS ACEITE GIRASOL PET X1.5L,2518.0,ACEITES
836,103684,PRECIOS JUSTOS,CAÃUELAS ACEITE GIRASOL PET X900CC,1558.0,ACEITES
4241,112537,MOLINO CAÃUELAS S.A.,CAÃUELAS ACEITE OLIVA E/VIR LATAX500,10715.0,ACEITES
1479,110596,MOLINOS RIO DE LA PL,COCINERO ACEITE FRITOLIM CLAS.X120CC,2039.0,ACEITES
7287,100520,MOLINOS RIO DE LA PL,COCINERO ACEITE FRITOLIM MANT.X120,2039.0,ACEITES
283,100512,PRECIOS JUSTOS,COCINERO ACEITE GIRASOL PET  X1.5L,2585.0,ACEITES
703,102563,PRECIOS JUSTOS,COCINERO ACEITE GIRASOL PET X900CC,1595.0,ACEITES
10389,100525,ACEITERA GENERAL DEH,MAZOLA ACE.MAIZ PET X900CC,3350.0,ACEITES
1884,112663,ACEITERA GENERAL DEH,MAZOLA ROCIO VEG. MAIZ X120CC,2085.0,ACEITES
816,103470,PRECIOS JUSTOS,NATURA ACEITE PET X900CC,1725.0,ACEITES
10628,103597,INVENTARIABLES,NATURA ACEITE VEGETAL X120CC,1765.0,ACEITES
5059,110557,AGRO ACEITUNERA S.A.,NUCETE ACEITE OLIVA EX VIRGEN BOT.X500CC,10235.0,ACEITES
6850,112087,COMPANIA INTRODUCTOR,DOS ANCLAS SALSA AJI PICANTE X260G,2140.0,ADEREZOS
6851,112088,COMPANIA INTRODUCTOR,DOS ANCLAS SALSA BARBACOA X425G,3225.0,ADEREZOS
625,104125,COMPANIA INTRODUCTOR,DOS ANCLAS SALSA BLANCA X40G,689.0,ADEREZOS
6123,112090,COMPANIA INTRODUCTOR,DOS ANCLAS SALSA CHIMICHURRI X375G,3040.0,ADEREZOS
8112,108604,PRECIOS JUSTOS,DOS ANCLAS SALSA SOJA PETX500,4780.0,ADEREZOS
1755,112089,COMPANIA INTRODUCTOR,DOS ANCLAS SSA. CAESAR LDG X350GR,3040.0,ADEREZOS
7014,121234,GELL SINGH,GELL SHINGH SALSA SOJA X200CC,555.0,ADEREZOS
6584,104930,TAHITI,TAHITI SALSA CHIMICHURRI T/CAS.275G,1799.0,ADEREZOS
7279,100580,EL ABASTECEDOR,ALA ARROZ DORADO BSA.X1KG,2060.0,ARROCES
284,100581,EL ABASTECEDOR,ALA ARROZ LARGO FINO X500G,1035.0,ARROCES
1783,112235,DOS HERMANOS,DOS HERMANOS ARROZ DOBLE X1KG,2799.0,ARROCES
1781,112233,DOS HERMANOS,DOS HERMANOS ARROZ L.FINO X1KG,1795.0,ARROCES
1782,112234,DOS HERMANOS,DOS HERMANOS ARROZ L.FINO X500GR,989.0,ARROCES
2155,113855,DOS HERMANOS,DOS HERMANOS ARROZ PARB.X500G,1110.0,ARROCES
1784,112236,DOS HERMANOS,DOS HERMANOS ARROZ PARBOILX1KG,1975.0,ARROCES
286,100590,MOLINOS RIO DE LA PL,GALLO ARROZ DOBLE CAROLINAX1KG,4825.0,ARROCES
1847,112485,VARIOS,GALLO ARROZ INTEGRAL EST.X1KG,3455.0,ARROCES
289,100599,EL ABASTECEDOR,GALLO ARROZ ORO ESTUCHE X1KG,3255.0,ARROCES
288,100598,MOLINOS RIO DE LA PL,GALLO ARROZ ORO X500G,1555.0,ARROCES
4273,113169,FERRERO ARGENTINA S.,KINDER SORPRESA NENA X150G,12099.0,ART. DE PASCUAS
4272,112383,FERRERO ARGENTINA S.,KINDER SORPRESA NENE X150GR,12099.0,ART. DE PASCUAS
4394,113973,HUECA  S.A.I.C.,CHANGO AZUCAR EST.X100 SOBRES,1955.0,AZUCAR
5483,112354,TABACAL AGROINDUSTRIAS,CHANGO AZUCAR ORGANICA X1KG,4415.0,AZUCAR
8895,110544,TABACAL AGROINDUSTRIAS,CHANGO AZUCAR PREMIUM REF X1KG,1515.0,AZUCAR
